UserID,SignupDate,Age,Gender,City,State,Country,Language,SignupDay,SignupTime,DeviceModel,OSDetails,ISP,CurrentWalletBalance,IsFreeConsultationTaken,HasInitiatedConsultation,HasTakenChat,HasTakenCall,HasTakenOther,HasRated,HasReviewed,HadPositiveInteraction,HadNegativeInteraction,HasUsedGift,AppLaunches_0_30,AppLaunches_30_60,AppLaunches_60_90,AppLaunches_90Plus,IsActiveClevertap_0_30,IsActiveClevertap_30_60,IsActiveClevertap_60_90,NoOfNotificationsClicked,NoOfNotificationsViewed,HasUninstalled,HasPushUnregistered,AcquisitionSource,FirstEventName,Campaign,Adgroup,DaysSinceLastConsultation,DaysSinceLastRecharge,EngagementTrend_30_vs_60,NotificationCTR,ConsultationCount,LowWalletFlag,DecliningEngagementFlag,LowNotificationCTRFlag,Churn_30D,Churn_60D,Churn_90D
100010,2024-11-20,27,Male,Bengaluru,Karnataka,India,Hindi,Mon,Night,Redmi Note,Android 12,Jio,662.51,0,0,1,1,0,1,0,0,0,0,10,10,20,37,1,1,1,4,25,0,0,crm,promo_click,install,D,110,21,1.0,0.16,2,0,0,0,1,1,1
100011,2024-10-02,19,Male,Mumbai,Maharashtra,India,English,Sun,Night,OnePlus Nord,Android 14,Jio,556.61,0,1,0,0,0,0,0,1,0,0,5,14,19,34,0,1,1,1,21,0,0,referral,view_home,welcome,D,77,117,0.4,0.047619047619047616,0,0,1,1,0,1,1
100012,2025-05-29,38,Female,Kolkata,Maharashtra,India,English,Tue,Evening,Redmi Note,iOS 17,Other,317.62,1,0,1,0,0,0,0,0,0,0,8,13,16,42,1,1,1,2,20,1,1,google,signup,remarketing,C,115,131,0.6428571428571429,0.1,1,0,1,0,1,1,1
100013,2025-05-08,34,Male,Chennai,West Bengal,UAE,Hindi,Mon,Night,iPhone 13,iOS 17,Jio,505.74,1,1,0,0,1,1,0,0,0,1,3,8,8,32,0,1,1,1,29,0,0,organic,promo_click,organic,A,28,165,0.4444444444444444,0.034482758620689655,1,0,1,1,1,1,1
100014,2024-11-01,33,Female,Bengaluru,Karnataka,India,English,Wed,Evening,iPhone 13,Android 12,Vi,144.6,1,1,0,0,0,0,0,0,0,0,9,8,19,34,1,1,1,1,37,0,0,meta,signup,brand,C,3,160,1.1111111111111112,0.02702702702702703,0,0,0,1,1,0,1
100015,2025-11-23,44,Female,Delhi,Karnataka,India,English,Thu,Morning,Vivo V27,Android 14,BSNL,473.66,0,1,0,0,0,0,0,1,0,0,9,12,16,32,0,0,1,2,29,0,0,google,view_home,welcome,A,74,116,0.7692307692307693,0.06896551724137931,0,0,0,1,1,1,1
100016,2026-03-02,53,Male,Chennai,Delhi,India,Tamil,Sat,Night,iPhone 13,Android 14,Other,307.93,1,1,1,0,0,0,0,0,0,0,9,11,13,35,0,1,1,5,17,0,0,meta,signup,welcome,C,2,18,0.8333333333333334,0.29411764705882354,1,0,0,0,0,0,0
100017,2025-03-03,20,Male,Delhi,West Bengal,India,English,Fri,Evening,Vivo V27,iOS 17,Other,129.83,0,1,0,1,0,0,0,0,0,0,6,15,16,33,1,1,1,2,23,0,0,crm,promo_click,install,C,66,141,0.4375,0.08695652173913043,1,0,1,0,0,1,0
100018,2025-04-13,37,Female,Delhi,Delhi,India,English,Tue,Night,Redmi Note,iOS 17,Jio,316.87,0,1,0,0,0,0,0,1,0,0,7,8,11,36,0,1,0,2,35,0,0,meta,notification_open,organic,D,75,154,0.8888888888888888,0.05714285714285714,0,0,0,1,0,1,1
100019,2024-12-13,23,Female,Kolkata,Delhi,India,Telugu,Thu,Afternoon,Samsung A14,iOS 17,Jio,208.24,0,0,1,0,0,0,0,1,0,0,3,11,18,37,1,1,1,4,24,0,0,referral,promo_click,install,D,86,39,0.3333333333333333,0.16666666666666666,1,0,1,0,1,0,1
100020,2026-02-23,31,Female,Bengaluru,Karnataka,India,Tamil,Thu,Afternoon,Samsung A14,iOS 16,BSNL,576.01,1,0,1,0,0,0,0,0,0,0,5,13,11,28,1,1,0,5,20,0,0,google,view_home,welcome,B,156,120,0.42857142857142855,0.25,1,0,1,0,1,1,1
100021,2025-09-01,20,Male,Chennai,Maharashtra,India,Tamil,Mon,Evening,iPhone 13,Android 14,Vi,361.84,0,0,0,1,0,0,0,0,0,0,10,8,18,39,1,1,0,6,18,0,0,referral,app_launch,remarketing,A,104,97,1.2222222222222223,0.3333333333333333,1,0,0,0,1,1,1
100022,2026-05-03,50,Male,Delhi,West Bengal,India,Tamil,Sat,Night,Samsung A14,iOS 16,Jio,338.99,1,1,0,1,0,0,0,0,0,0,8,12,13,24,1,1,0,6,15,0,0,meta,promo_click,organic,B,31,147,0.6923076923076923,0.4,1,0,0,0,0,1,0
100023,2025-02-19,58,Female,Delhi,Maharashtra,UAE,Tamil,Fri,Evening,Samsung A14,Android 13,Other,641.77,0,1,1,0,0,0,0,0,0,0,9,10,19,36,1,1,1,3,28,0,0,referral,signup,organic,A,97,77,0.9090909090909091,0.10714285714285714,1,0,0,0,0,1,0
100024,2026-03-26,56,Female,Pune,Telangana,India,Tamil,Thu,Morning,iPhone 13,Android 12,Vi,335.92,1,0,0,1,0,0,0,0,0,0,8,14,12,32,1,0,1,3,27,0,0,referral,promo_click,welcome,B,83,72,0.6,0.1111111111111111,1,0,1,0,1,0,1
100025,2025-06-18,49,Female,Kolkata,Tamil Nadu,India,Telugu,Mon,Afternoon,Redmi Note,iOS 17,BSNL,263.23,1,0,1,0,0,0,0,1,1,1,8,15,11,46,1,1,1,0,20,1,0,organic,view_home,remarketing,B,85,14,0.5625,0.0,1,0,1,1,1,1,1
100026,2025-12-08,29,Female,Pune,Delhi,India,Telugu,Thu,Morning,OnePlus Nord,Android 14,Other,478.66,0,1,0,0,0,0,1,0,0,0,11,13,10,26,1,1,1,1,24,0,0,google,app_launch,remarketing,B,64,57,0.8571428571428571,0.041666666666666664,0,0,0,1,0,1,0
100027,2025-11-07,40,Male,Pune,Karnataka,India,Telugu,Sun,Night,Vivo V27,Android 13,BSNL,201.88,0,0,1,0,0,0,0,1,0,1,6,12,14,35,1,1,1,5,26,0,0,organic,view_home,install,D,97,64,0.5384615384615384,0.19230769230769232,1,0,1,0,0,1,1
100028,2026-01-17,18,Male,Kolkata,Telangana,India,Hindi,Thu,Afternoon,Samsung A14,iOS 16,Other,165.33,0,0,1,0,0,1,0,0,1,0,9,8,8,41,1,0,1,3,18,0,1,referral,signup,organic,C,51,113,1.1111111111111112,0.16666666666666666,1,0,0,0,1,1,1
100029,2025-11-01,39,Female,Delhi,Tamil Nadu,India,English,Sun,Morning,Redmi Note,Android 14,Jio,659.25,0,1,0,0,0,0,0,0,0,0,9,11,19,20,1,1,1,2,23,0,0,referral,promo_click,welcome,D,13,126,0.8333333333333334,0.08695652173913043,0,0,0,0,0,0,1
100030,2025-07-23,19,Female,Chennai,Maharashtra,India,Telugu,Thu,Morning,OnePlus Nord,iOS 17,BSNL,290.43,1,1,0,0,0,0,0,0,0,0,7,9,15,34,1,0,0,0,28,0,0,crm,app_launch,brand,B,123,123,0.8,0.0,0,0,0,1,1,1,1
100031,2025-07-01,32,Male,Delhi,Delhi,India,Tamil,Mon,Night,OnePlus Nord,Android 12,Vi,114.53,1,0,1,0,0,0,0,0,0,0,12,11,15,32,1,1,1,3,22,0,0,crm,promo_click,organic,A,140,122,1.0833333333333333,0.13636363636363635,1,0,0,0,1,0,1
100032,2025-10-20,36,Male,Delhi,Karnataka,India,Tamil,Sat,Night,Vivo V27,Android 13,BSNL,794.81,1,0,0,0,0,0,0,0,1,0,8,7,14,33,1,1,1,4,22,0,0,referral,app_launch,welcome,D,82,145,1.125,0.18181818181818182,0,0,0,0,0,1,1
100033,2025-02-01,53,Female,Delhi,Maharashtra,UAE,Tamil,Wed,Night,Samsung A14,Android 12,Vi,590.28,1,1,0,1,0,0,0,0,0,0,6,12,21,39,1,1,1,2,21,0,0,referral,promo_click,welcome,B,95,49,0.5384615384615384,0.09523809523809523,1,0,1,0,1,0,1
100034,2024-11-05,28,Male,Delhi,Telangana,India,Hindi,Sat,Afternoon,Vivo V27,Android 12,BSNL,157.71,1,0,0,0,0,0,0,0,0,1,12,12,10,33,1,1,1,3,22,0,0,crm,signup,remarketing,C,84,179,1.0,0.13636363636363635,0,0,0,0,1,1,0
100035,2024-12-31,52,Male,Pune,Maharashtra,India,English,Fri,Morning,iPhone 13,Android 12,BSNL,129.54,1,0,0,0,0,1,0,1,0,0,9,20,10,43,0,1,1,2,21,0,0,meta,promo_click,install,C,155,94,0.47619047619047616,0.09523809523809523,0,0,1,0,0,1,1
100036,2025-12-23,24,Female,Bengaluru,Karnataka,India,Tamil,Mon,Evening,iPhone 13,iOS 17,BSNL,239.2,1,1,1,0,0,0,0,0,0,0,7,18,18,25,1,1,0,3,19,0,0,google,signup,welcome,B,18,134,0.42105263157894735,0.15789473684210525,1,0,1,0,0,1,1
100037,2025-01-11,28,Male,Delhi,Telangana,India,Tamil,Wed,Afternoon,iPhone 13,iOS 16,Jio,108.16,0,1,0,0,0,0,0,1,0,0,10,8,14,38,1,1,1,1,21,0,0,google,promo_click,organic,D,44,10,1.2222222222222223,0.047619047619047616,0,0,0,1,1,1,0
100038,2025-10-26,44,Female,Chennai,Tamil Nadu,India,English,Wed,Night,Redmi Note,Android 13,Other,357.37,1,1,0,0,0,0,0,0,0,0,12,17,11,34,1,1,0,0,22,0,0,meta,signup,remarketing,A,114,55,0.7222222222222222,0.0,0,0,0,1,1,1,1
100039,2026-02-26,32,Male,Kolkata,Maharashtra,India,Hindi,Fri,Morning,Redmi Note,iOS 16,Other,265.28,0,0,0,0,0,0,0,0,1,0,10,15,12,34,0,1,0,5,34,0,0,crm,promo_click,welcome,C,13,115,0.6875,0.14705882352941177,0,0,0,0,1,1,1
100040,2025-08-25,25,Male,Bengaluru,Telangana,UAE,Telugu,Fri,Night,Vivo V27,iOS 16,Jio,479.35,0,0,0,0,1,0,0,0,0,0,8,5,15,30,1,1,0,1,26,0,0,crm,app_launch,welcome,B,4,102,1.5,0.038461538461538464,1,0,0,1,0,1,0
100041,2025-04-04,47,Male,Hyderabad,Delhi,India,English,Mon,Morning,Samsung A14,iOS 17,Other,298.27,0,1,0,1,0,0,0,0,0,0,7,9,13,36,0,0,1,1,24,0,0,organic,signup,remarketing,D,162,28,0.8,0.041666666666666664,1,0,0,1,0,1,1
100042,2025-04-30,48,Female,Pune,West Bengal,India,Tamil,Mon,Morning,Vivo V27,iOS 17,Vi,556.3,0,0,1,1,0,0,0,1,0,0,10,13,22,31,1,1,1,2,24,0,0,referral,signup,remarketing,B,30,131,0.7857142857142857,0.08333333333333333,2,0,0,0,0,0,0
100043,2025-05-25,42,Male,Delhi,Maharashtra,India,Telugu,Mon,Night,OnePlus Nord,Android 14,Vi,509.19,0,1,0,1,0,1,0,0,0,0,10,11,13,36,1,1,0,2,20,0,0,referral,promo_click,organic,D,116,12,0.9166666666666666,0.1,1,0,0,0,0,0,1
100044,2024-09-12,26,Female,Kolkata,Tamil Nadu,India,English,Sat,Evening,iPhone 13,iOS 16,Airtel,402.44,0,1,0,0,0,0,0,0,0,0,6,18,8,36,1,0,1,2,16,0,1,crm,view_home,remarketing,C,58,33,0.3684210526315789,0.125,0,0,1,0,0,1,1
100045,2024-10-03,43,Male,Chennai,Telangana,India,Tamil,Sun,Night,Redmi Note,Android 13,Airtel,410.19,0,1,0,1,0,0,0,0,1,0,12,12,14,27,0,1,1,1,20,0,1,meta,notification_open,install,A,108,42,1.0,0.05,1,0,0,1,1,0,1
100046,2025-08-03,49,Male,Pune,West Bengal,India,English,Wed,Morning,iPhone 13,iOS 16,Other,431.95,0,0,0,0,0,0,0,0,0,0,1,18,11,40,1,1,0,1,21,0,0,crm,signup,install,D,134,39,0.10526315789473684,0.047619047619047616,0,0,1,1,1,1,1
100047,2024-12-03,59,Male,Pune,West Bengal,India,Tamil,Wed,Evening,OnePlus Nord,Android 12,BSNL,320.12,1,0,0,1,0,0,0,0,0,1,9,13,17,35,1,1,1,2,25,0,0,organic,view_home,install,D,158,155,0.7142857142857143,0.08,1,0,0,0,1,1,1
100048,2025-02-15,42,Female,Hyderabad,Tamil Nadu,India,Hindi,Thu,Night,Redmi Note,iOS 17,Airtel,680.27,1,0,0,1,0,0,0,0,0,0,3,15,16,40,1,1,1,1,33,0,0,crm,promo_click,remarketing,D,154,140,0.25,0.030303030303030304,1,0,1,1,1,1,1
100049,2025-06-26,32,Male,Pune,Telangana,India,English,Mon,Afternoon,Samsung A14,Android 12,Airtel,99.29,1,1,1,0,0,0,0,0,0,0,10,7,12,34,0,1,1,4,30,0,1,google,notification_open,organic,C,177,87,1.375,0.13333333333333333,1,1,0,0,1,1,1
100050,2025-04-13,53,Male,Bengaluru,Delhi,India,Telugu,Wed,Morning,OnePlus Nord,iOS 16,Other,810.21,1,1,0,0,0,1,0,0,0,1,11,14,12,33,0,1,0,5,28,0,0,referral,promo_click,brand,B,49,93,0.8,0.17857142857142858,0,0,0,0,1,0,1
100051,2025-12-09,33,Male,Pune,Tamil Nadu,India,English,Tue,Afternoon,Samsung A14,Android 12,Vi,203.56,1,0,0,0,0,0,0,1,0,0,5,9,14,32,1,1,1,2,31,0,0,referral,app_launch,install,A,163,25,0.6,0.06451612903225806,0,0,1,1,1,1,1
100052,2026-02-06,28,Female,Hyderabad,West Bengal,India,Tamil,Wed,Night,Samsung A14,iOS 16,Jio,64.27,1,0,0,0,0,0,0,1,0,0,7,13,14,29,1,1,1,1,18,0,0,google,signup,install,D,83,161,0.5714285714285714,0.05555555555555555,0,1,1,1,1,1,1
100053,2025-09-27,51,Male,Delhi,Karnataka,India,Telugu,Sat,Morning,Samsung A14,iOS 17,Vi,385.21,1,0,0,0,0,0,0,1,0,0,10,7,14,30,1,1,0,2,31,0,0,crm,app_launch,brand,A,62,175,1.375,0.06451612903225806,0,0,0,1,0,1,1
100054,2024-07-17,28,Male,Hyderabad,Karnataka,India,English,Mon,Evening,Redmi Note,Android 12,Other,167.78,0,1,1,0,0,1,0,0,0,0,6,7,9,36,0,0,1,7,26,0,0,referral,app_launch,organic,C,134,23,0.875,0.2692307692307692,1,0,0,0,1,0,1
100055,2025-05-18,45,Female,Bengaluru,West Bengal,India,Hindi,Thu,Morning,iPhone 13,Android 12,Airtel,312.67,1,0,0,0,0,0,0,1,0,1,9,7,11,31,1,1,1,6,14,0,1,referral,app_launch,brand,C,99,78,1.25,0.42857142857142855,0,0,0,0,0,1,1
100056,2025-01-13,47,Male,Chennai,Tamil Nadu,India,Telugu,Tue,Night,Redmi Note,Android 13,Jio,436.67,1,1,1,0,0,1,0,1,0,0,11,13,15,43,0,1,1,1,17,1,0,organic,notification_open,welcome,D,91,95,0.8571428571428571,0.058823529411764705,1,0,0,1,1,0,0
100057,2024-10-07,49,Female,Pune,West Bengal,India,Tamil,Sun,Afternoon,Vivo V27,Android 13,Airtel,52.94,0,1,0,0,0,0,0,0,0,0,11,14,12,36,1,1,1,2,23,0,0,referral,signup,install,B,38,33,0.8,0.08695652173913043,0,1,0,0,0,1,1
100058,2025-10-02,26,Male,Hyderabad,Delhi,India,Hindi,Sun,Afternoon,Vivo V27,Android 13,Vi,325.01,1,0,1,0,1,0,1,0,0,0,10,5,15,37,1,1,1,8,25,0,0,referral,notification_open,brand,D,32,51,1.8333333333333333,0.32,2,0,0,0,0,0,0
100059,2025-01-13,26,Female,Chennai,Karnataka,India,Telugu,Thu,Evening,Samsung A14,Android 13,Vi,366.29,0,1,1,0,0,0,0,0,0,0,5,8,12,33,1,0,0,1,26,0,0,organic,app_launch,welcome,A,124,12,0.6666666666666666,0.038461538461538464,1,0,0,1,1,1,1
100060,2026-04-20,41,Other,Bengaluru,Karnataka,India,English,Fri,Afternoon,Samsung A14,Android 14,Other,183.07,0,1,1,0,0,0,0,0,0,0,15,14,19,37,0,1,1,5,25,1,0,crm,notification_open,organic,B,133,177,1.0666666666666667,0.2,1,0,0,0,1,1,1
100061,2024-12-09,54,Male,Pune,West Bengal,India,English,Sat,Night,OnePlus Nord,iOS 16,BSNL,325.57,0,1,0,0,0,0,0,0,0,0,15,17,17,33,1,1,1,1,14,1,0,google,view_home,brand,C,0,141,0.8888888888888888,0.07142857142857142,0,0,0,1,1,1,1
100062,2026-04-06,34,Male,Kolkata,Maharashtra,India,Telugu,Fri,Afternoon,Samsung A14,Android 12,BSNL,578.02,0,0,0,1,1,0,0,0,0,0,5,8,14,43,1,1,1,2,20,0,0,meta,promo_click,brand,B,114,92,0.6666666666666666,0.1,2,0,0,0,0,1,1
100063,2026-01-06,23,Male,Chennai,West Bengal,UK,English,Mon,Evening,OnePlus Nord,iOS 17,Other,379.84,0,1,1,1,0,0,0,0,0,0,8,9,15,32,1,1,1,1,21,0,0,google,notification_open,welcome,A,10,139,0.9,0.047619047619047616,2,0,0,1,0,0,0
100064,2025-07-27,49,Male,Bengaluru,Maharashtra,India,Tamil,Thu,Morning,Samsung A14,Android 13,Other,167.12,0,0,0,0,1,1,0,0,0,0,5,14,14,49,0,1,1,3,24,0,0,google,notification_open,remarketing,C,49,100,0.4,0.125,1,0,1,0,1,1,0
100065,2024-06-11,30,Female,Delhi,West Bengal,India,Tamil,Mon,Night,Vivo V27,Android 12,Vi,565.34,1,1,0,0,0,0,0,0,0,1,6,13,16,27,1,1,1,8,30,0,1,organic,notification_open,remarketing,B,137,103,0.5,0.26666666666666666,0,0,1,0,1,1,1
100066,2025-03-20,37,Male,Kolkata,Telangana,India,Telugu,Sun,Evening,Redmi Note,iOS 16,Jio,234.39,1,0,1,1,0,0,0,0,0,0,12,15,18,40,1,0,1,0,14,0,0,google,view_home,remarketing,D,86,155,0.8125,0.0,2,0,0,1,1,1,1
100067,2025-12-30,21,Male,Chennai,Telangana,India,Telugu,Wed,Afternoon,Vivo V27,Android 12,Other,39.33,0,1,0,0,0,0,0,0,0,0,11,9,12,34,1,1,1,4,23,0,0,referral,notification_open,organic,D,150,142,1.2,0.17391304347826086,0,1,0,0,1,1,1
100068,2026-02-15,30,Female,Pune,Tamil Nadu,India,Hindi,Mon,Night,OnePlus Nord,Android 14,Jio,485.33,0,1,1,1,0,1,0,0,0,1,6,16,15,35,1,1,1,1,22,0,1,meta,signup,welcome,B,5,11,0.4117647058823529,0.045454545454545456,2,0,1,1,1,1,1
100069,2025-04-02,56,Female,Kolkata,West Bengal,India,Tamil,Sat,Night,Samsung A14,iOS 17,Vi,464.61,1,0,0,1,0,0,0,1,0,0,8,15,19,36,0,1,1,4,20,0,0,google,signup,install,A,123,86,0.5625,0.2,1,0,1,0,0,1,0
100070,2026-04-18,30,Female,Pune,Telangana,India,Hindi,Tue,Night,Samsung A14,Android 12,Vi,174.81,0,0,0,1,0,1,0,1,0,0,7,12,13,34,1,1,1,1,23,0,1,meta,app_launch,brand,A,45,34,0.6153846153846154,0.043478260869565216,1,0,1,1,1,1,1
100071,2024-08-16,52,Female,Chennai,Tamil Nadu,India,Tamil,Fri,Night,iPhone 13,Android 13,Other,128.25,0,0,1,0,1,0,0,1,0,0,6,16,9,32,1,1,0,2,27,0,0,referral,signup,welcome,C,137,130,0.4117647058823529,0.07407407407407407,2,0,1,1,1,1,1
100072,2024-10-07,23,Female,Pune,Maharashtra,India,Tamil,Sat,Evening,Samsung A14,Android 12,Vi,161.6,1,1,1,0,0,0,0,0,0,0,9,16,18,36,1,1,1,4,21,0,0,organic,app_launch,organic,D,53,177,0.5882352941176471,0.19047619047619047,1,0,1,0,0,1,0
100073,2025-10-18,34,Male,Mumbai,Telangana,India,English,Mon,Evening,Samsung A14,Android 14,Airtel,463.1,0,1,1,0,0,0,0,0,0,0,11,13,16,38,1,1,1,4,22,0,0,google,signup,organic,A,166,98,0.8571428571428571,0.18181818181818182,1,0,0,0,1,1,1
100074,2026-03-23,53,Male,Kolkata,Tamil Nadu,India,Tamil,Mon,Morning,Samsung A14,Android 14,BSNL,392.29,0,1,0,0,0,0,0,1,0,0,13,11,18,29,1,1,1,2,17,0,0,referral,signup,install,A,47,178,1.1666666666666667,0.11764705882352941,0,0,0,0,0,0,1
100075,2024-12-01,22,Female,Chennai,Karnataka,USA,Hindi,Tue,Evening,Redmi Note,iOS 16,Vi,291.59,0,0,0,0,1,1,0,1,0,1,5,5,10,28,0,0,1,5,25,0,1,organic,promo_click,brand,B,47,61,1.0,0.2,1,0,0,0,0,0,0
100076,2025-05-25,44,Male,Chennai,Maharashtra,India,Telugu,Sun,Afternoon,Redmi Note,Android 12,Other,334.79,1,0,0,0,0,0,0,0,0,0,13,8,11,33,1,1,1,3,21,0,0,google,promo_click,brand,D,61,0,1.5555555555555556,0.14285714285714285,0,0,0,0,1,1,0
100077,2026-01-22,35,Male,Hyderabad,Tamil Nadu,India,English,Fri,Afternoon,Samsung A14,iOS 17,Jio,1065.25,0,1,1,0,0,1,0,0,0,1,9,14,10,38,1,0,1,1,22,0,0,google,promo_click,brand,B,55,71,0.6666666666666666,0.045454545454545456,1,0,0,1,0,1,1
100078,2025-04-11,58,Male,Bengaluru,Karnataka,India,English,Fri,Evening,Redmi Note,iOS 17,Vi,410.56,1,0,1,1,0,1,0,0,0,0,16,9,14,34,1,1,1,4,22,0,0,organic,signup,remarketing,A,22,163,1.7,0.18181818181818182,2,0,0,0,1,1,1
100079,2024-08-25,39,Female,Hyderabad,Delhi,India,Tamil,Wed,Morning,Samsung A14,Android 12,Vi,95.58,1,0,1,0,1,0,1,1,0,0,11,11,10,33,1,0,0,1,26,0,0,referral,app_launch,organic,B,60,113,1.0,0.038461538461538464,2,1,0,1,1,1,0
100080,2024-07-24,22,Female,Delhi,West Bengal,India,Tamil,Tue,Evening,OnePlus Nord,Android 14,Vi,319.4,1,1,0,0,0,0,0,0,0,1,9,6,13,28,1,1,1,0,20,1,0,organic,signup,install,B,19,109,1.4285714285714286,0.0,0,0,0,1,1,1,1
100081,2024-08-11,36,Female,Bengaluru,Delhi,India,English,Wed,Afternoon,Vivo V27,iOS 17,Airtel,245.95,0,1,0,1,0,1,0,0,0,0,11,12,13,41,1,1,0,3,26,0,0,organic,app_launch,remarketing,C,88,140,0.9230769230769231,0.11538461538461539,1,0,0,0,0,1,1
100082,2025-08-06,51,Male,Hyderabad,Tamil Nadu,India,Hindi,Sun,Night,iPhone 13,Android 12,Jio,237.25,0,1,1,1,0,0,0,0,0,1,7,10,10,38,0,1,0,4,28,0,0,referral,signup,install,B,125,21,0.7272727272727273,0.14285714285714285,2,0,0,0,0,0,1
100083,2025-07-04,21,Female,Chennai,Delhi,India,Telugu,Fri,Evening,Vivo V27,iOS 16,Jio,125.67,1,0,1,0,0,0,1,0,0,0,6,10,16,32,0,1,1,4,25,0,0,google,app_launch,organic,B,48,2,0.6363636363636364,0.16,1,0,1,0,1,1,0
100084,2026-04-04,32,Male,Kolkata,West Bengal,India,English,Sat,Night,OnePlus Nord,Android 12,BSNL,292.31,0,0,0,0,0,0,1,0,0,0,10,14,13,29,1,1,1,6,21,0,0,organic,view_home,install,A,27,16,0.7333333333333333,0.2857142857142857,0,0,0,0,0,1,1
100085,2025-08-22,21,Female,Hyderabad,Tamil Nadu,India,Hindi,Sun,Afternoon,OnePlus Nord,Android 12,BSNL,154.11,1,1,0,0,0,0,0,0,0,0,5,8,18,37,0,1,1,2,22,0,0,meta,view_home,brand,C,15,58,0.6666666666666666,0.09090909090909091,0,0,0,0,1,1,0
100086,2025-02-07,24,Female,Pune,West Bengal,India,Telugu,Mon,Morning,iPhone 13,Android 12,BSNL,1202.77,0,0,0,0,0,1,0,0,0,0,9,6,11,38,1,1,1,5,27,0,0,referral,promo_click,brand,B,80,159,1.4285714285714286,0.18518518518518517,0,0,0,0,1,1,1
100087,2025-01-20,40,Male,Pune,West Bengal,India,Telugu,Sun,Morning,Redmi Note,Android 13,Airtel,248.69,0,0,0,1,0,0,0,1,0,1,7,15,18,31,0,1,1,5,30,0,0,google,app_launch,install,B,56,162,0.5,0.16666666666666666,1,0,1,0,1,1,0
